id,identity_to_query
hCoV_19ShanghaiSH00312020_EPI_ISL_416340_2020_02_02,1.000
hCoV_19ShanghaiSH00322020_EPI_ISL_416341_2020_02_01,1.000
hCoV_19ShanghaiSH00332020_EPI_ISL_416342_2020_02_04,1.000
hCoV_19ShanghaiSH00342020_EPI_ISL_416343_2020_02_04,1.000
hCoV_19ShanghaiSH00362020_EPI_ISL_416345_2020_02_04,1.000
hCoV_19ShanghaiSH00372020_EPI_ISL_416346_2020_01_30,1.000
hCoV_19ShanghaiSH00382020_EPI_ISL_416347_2020_02_06,1.000
hCoV_19ShanghaiSH00402020_EPI_ISL_416349_2020_01_30,1.000
hCoV_19ShanghaiSH00422020_EPI_ISL_416351_2020_02_06,1.000
hCoV_19ShanghaiSH00442020_EPI_ISL_416353_2020_02_04,1.000
hCoV_19ShanghaiSH00452020_EPI_ISL_416354_2020_02_04,1.000
hCoV_19ShanghaiSH00492020_EPI_ISL_416357_2020_02_01,1.000
hCoV_19ShanghaiSH00502020_EPI_ISL_416358_2020_02_05,1.000
hCoV_19ShanghaiSH00512020_EPI_ISL_416359_2020_02_06,1.000
hCoV_19ShanghaiSH00522020_EPI_ISL_416360_2020_02_01,1.000
hCoV_19ShanghaiSH00532020_EPI_ISL_416361_2020_02_01,1.000
hCoV_19ShanghaiSH00542020_EPI_ISL_416362_2020_02_02,1.000
hCoV_19ShanghaiSH00552020_EPI_ISL_416363_2020_02_08,1.000
hCoV_19ShanghaiSH00562020_EPI_ISL_416364_2020_02_08,1.000
hCoV_19ShanghaiSH00582020_EPI_ISL_416365_2020_01_30,1.000
hCoV_19ShanghaiSH00592020_EPI_ISL_416366_2020_01_30,1.000
hCoV_19ShanghaiSH00662020_EPI_ISL_416369_2020_02_05,1.000
hCoV_19ShanghaiSH00682020_EPI_ISL_416371_2020_02_05,1.000
hCoV_19ShanghaiSH00702020_EPI_ISL_416373_2020_02_07,1.000
hCoV_19ShanghaiSH00722020_EPI_ISL_416375_2020_02_01,1.000
hCoV_19ShanghaiSH00732020_EPI_ISL_416376_2020_02_05,1.000
hCoV_19ShanghaiSH00742020_EPI_ISL_416377_2020_02_07,1.000
hCoV_19ShanghaiSH00802020_EPI_ISL_416382_2020_02_08,1.000
hCoV_19ShanghaiSH00832020_EPI_ISL_416384_2020_02_04,1.000
hCoV_19ShanghaiSH00932020_EPI_ISL_416389_2020_01_21,1.000
hCoV_19ShanghaiSH00942020_EPI_ISL_416390_2020_01_31,1.000
hCoV_19ShanghaiSH01072020_EPI_ISL_416397_2020_02_02,1.000
hCoV_19ShanghaiSH01092020_EPI_ISL_416398_2020_02_02,1.000
hCoV_19ShanghaiSH01102020_EPI_ISL_416399_2020_02_13,1.000
hCoV_19ShanghaiSH01122020_EPI_ISL_416400_2020_02_02,1.000
hCoV_19ShanghaiSH01142020_EPI_ISL_416401_2020_02_02,1.000
hCoV_19ShanghaiSH01152020_EPI_ISL_416402_2020_02_11,1.000
hCoV_19ShanghaiSH01172020_EPI_ISL_416403_2020_02_02,1.000
hCoV_19ShanghaiSH012020_EPI_ISL_414510_2020_02_02,1.000
hCoV_19ShanghaiSH01212020_EPI_ISL_416405_2020_02_02,1.000
hCoV_19ShanghaiSH01252020_EPI_ISL_416406_2020_02_15,1.000
hCoV_19ShanghaiSH01262020_EPI_ISL_416407_2020_02_15,1.000
hCoV_19ShanghaiSH01272020_EPI_ISL_416408_2020_02_12,1.000
hCoV_19ShanghaiSH01282020_EPI_ISL_416409_2020_02_02,1.000
hCoV_19ShenzhenHKU_SZ_0022020_EPI_ISL_406030_2020_01_10,1.000
hCoV_19ShenzhenHKU_SZ_0052020_EPI_ISL_405839_2020_01_11,1.000
hCoV_19ShenzhenSZTH_0022020_EPI_ISL_406593_2020_01_13,1.000
hCoV_19ShenzhenSZTH_0032020_EPI_ISL_406594_2020_01_16,1.000
hCoV_19SichuanIVDC_SC_0012020_EPI_ISL_408484_2020_01_15,1.000
hCoV_19Singapore102020_EPI_ISL_410716_2020_02_04,1.000
hCoV_19Singapore112020_EPI_ISL_410719_2020_02_02,1.000
hCoV_19Singapore12020_EPI_ISL_406973_2020_01_23,1.000
hCoV_19Singapore132020_EPI_ISL_414379_2020_02_18,1.000
hCoV_19Singapore142020_EPI_ISL_414380_2020_02_13,1.000
hCoV_19Singapore22020_EPI_ISL_407987_2020_01_25,1.000
hCoV_19Singapore32020_EPI_ISL_407988_2020_02_01,1.000
hCoV_19Singapore42020_EPI_ISL_410535_2020_02_03,1.000
hCoV_19Singapore52020_EPI_ISL_410536_2020_02_06,1.000
hCoV_19Singapore62020_EPI_ISL_410537_2020_02_09,1.000
hCoV_19Singapore72020_EPI_ISL_410713_2020_01_27,1.000
hCoV_19Singapore82020_EPI_ISL_410714_2020_02_03,1.000
hCoV_19Singapore92020_EPI_ISL_410715_2020_02_04,1.000
hCoV_19SlovakiaSK_BMC62020_EPI_ISL_417880_2020_03_08,1.000
hCoV_19SpainAndalucia2012722020_EPI_ISL_418243_2020_02_28,1.000
hCoV_19SpainAndalucia2013732020_EPI_ISL_418244_2020_03_02,1.000
hCoV_19SpainCastillaLaMancha2013282020_EPI_ISL_418245_2020_03_01,1.000
hCoV_19SpainCastillaLaMancha2013292020_EPI_ISL_418246_2020_03_01,1.000
hCoV_19SpainCastillayLeon2013232020_EPI_ISL_418248_2020_03_01,1.000
hCoV_19SpainCastillayLeon2013722020_EPI_ISL_418249_2020_03_03,1.000
hCoV_19SpainCastillayLeon2014372020_EPI_ISL_416994_2020_03_04,1.000
hCoV_19SpainMadrid2014492020_EPI_ISL_418252_2020_03_04,1.000
hCoV_19SpainMadrid_H2_162020_EPI_ISL_417952_2020_03_09,1.000
hCoV_19SpainMadrid_H9_382020_EPI_ISL_417961_2020_03_12,1.000
hCoV_19SpainMadrid_LP14_32020_EPI_ISL_417975_2020_03_09,1.000
hCoV_19SpainMadrid_R10_332020_EPI_ISL_417981_2020_03_02,1.000
hCoV_19SpainMadrid_R5_82020_EPI_ISL_417980_2020_03_03,1.000
hCoV_19SpainPaisVasco2013822020_EPI_ISL_418253_2020_03_02,1.000
hCoV_19SpainValencia32020_EPI_ISL_414598_2020_03_05,1.000
hCoV_19SpainValencia52020_EPI_ISL_416484_2020_02_27,1.000
hCoV_19SpainValencia82020_EPI_ISL_416487_2020_03_04,1.000
hCoV_19Taiwan22020_EPI_ISL_406031_2020_01_23,1.000
hCoV_19Taiwan32020_EPI_ISL_411926_2020_01_24,1.000
hCoV_19Taiwan42020_EPI_ISL_411927_2020_01_28,1.000
hCoV_19TaiwanCGMH_CGU_012020_EPI_ISL_411915_2020_01_25,1.000
hCoV_19TaiwanCGMH_CGU_092020_EPI_ISL_417522_2020_03_13,1.000
hCoV_19TaiwanCGMH_CGU_102020_EPI_ISL_417523_2020_03_13,1.000
hCoV_19TaiwanCGMH_CGU_112020_EPI_ISL_417524_2020_03_14,1.000
hCoV_19TaiwanNTU012020_EPI_ISL_408489_2020_01_31,1.000
hCoV_19TaiwanNTU022020_EPI_ISL_410218_2020_02_05,1.000
hCoV_19USAAZ12020_EPI_ISL_406223_2020_01_22,1.000
hCoV_19USACA12020_EPI_ISL_406034_2020_01_23,1.000
hCoV_19USACA22020_EPI_ISL_406036_2020_01_22,1.000
hCoV_19USACA42020_EPI_ISL_408009_2020_01_29,1.000
hCoV_19USACA62020_EPI_ISL_410044_2020_01_27,1.000
hCoV_19USACA72020_EPI_ISL_411954_2020_02_06,1.000
hCoV_19USACA82020_EPI_ISL_411955_2020_02_10,1.000
hCoV_19USACA92020_EPI_ISL_412862_2020_02_23,1.000
hCoV_19USACA_CDPH_UC202020_EPI_ISL_417324_2020_03_04,1.000
hCoV_19USACA_CDPH_UC22020_EPI_ISL_413558_2020_02_27,1.000
hCoV_19USACA_CDPH_UC32020_EPI_ISL_413559_2020_02_27,1.000
hCoV_19USACA_CDPH_UC62020_EPI_ISL_413924_2020_03_05,1.000
hCoV_19USACA_CDPH_UC72020_EPI_ISL_413925_2020_03_05,1.000
hCoV_19USACA_CDPH_UC92020_EPI_ISL_413928_2020_03_05,1.000
hCoV_19USACA_SCCPHD_UC142020_EPI_ISL_417318_2020_02_29,1.000
hCoV_19USACA_SCCPHD_UC162020_EPI_ISL_417320_2020_03_04,1.000
hCoV_19USACZB_RR057_0052020_EPI_ISL_417931_2020_03_18,1.000
hCoV_19USACruiseA_102020_EPI_ISL_413615_2020_02_17,1.000
hCoV_19USACruiseA_112020_EPI_ISL_413616_2020_02_17,1.000
hCoV_19USACruiseA_12020_EPI_ISL_413606_2020_02_17,1.000
hCoV_19USACruiseA_122020_EPI_ISL_413617_2020_02_20,1.000
hCoV_19USACruiseA_142020_EPI_ISL_413619_2020_02_25,1.000
hCoV_19USACruiseA_152020_EPI_ISL_413620_2020_02_18,1.000
hCoV_19USACruiseA_172020_EPI_ISL_413622_2020_02_24,1.000
hCoV_19USACruiseA_192020_EPI_ISL_414479_2020_02_18,1.000
hCoV_19USACruiseA_212020_EPI_ISL_414480_2020_02_21,1.000
hCoV_19USACruiseA_22020_EPI_ISL_413607_2020_02_18,1.000
hCoV_19USACruiseA_242020_EPI_ISL_414483_2020_02_17,1.000
hCoV_19USACruiseA_252020_EPI_ISL_414484_2020_02_17,1.000
hCoV_19USACruiseA_262020_EPI_ISL_414485_2020_02_24,1.000
hCoV_19USACruiseA_42020_EPI_ISL_413609_2020_02_21,1.000
hCoV_19USACruiseA_62020_EPI_ISL_413611_2020_02_21,1.000
hCoV_19USACruiseA_72020_EPI_ISL_413612_2020_02_17,1.000
hCoV_19USACruiseA_82020_EPI_ISL_413613_2020_02_17,1.000
hCoV_19USAIL12020_EPI_ISL_404253_2020_01_21,1.000
hCoV_19USAIL22020_EPI_ISL_410045_2020_01_28,1.000
hCoV_19USAMA12020_EPI_ISL_409067_2020_01_29,1.000
hCoV_19USAMN1_MDH12020_EPI_ISL_414588_2020_03_05,1.000
hCoV_19USAMN26_MDH262020_EPI_ISL_417194_2020_03_12,1.000
hCoV_19USAMN2_MDH22020_EPI_ISL_414589_2020_03_07,1.000
hCoV_19USAMN3_MDH32020_EPI_ISL_414590_2020_03_09,1.000
hCoV_19USAMN4_MDH42020_EPI_ISL_417189_2020_03_09,1.000
hCoV_19USAMN57_MDH572020_EPI_ISL_417501_2020_03_14,1.000
hCoV_19USAMN59_MDH592020_EPI_ISL_417503_2020_03_14,1.000
hCoV_19USANY1_PV080012020_EPI_ISL_414476_2020_02_29,1.000
hCoV_19USANY2_PV081002020_EPI_ISL_415151_2020_03_04,1.000
hCoV_19USATX12020_EPI_ISL_411956_2020_02_11,1.000
hCoV_19USAUC_CDPH_UC112020_EPI_ISL_413931_2020_03_05,1.000
hCoV_19USAUPHL_012020_EPI_ISL_415539_2020_03_13,1.000
hCoV_19USAUPHL_042020_EPI_ISL_415542_2020_03_13,1.000
hCoV_19USAUT_000102020_EPI_ISL_417958_2020_03_24,1.000
hCoV_19USAUT_000122020_EPI_ISL_417960_2020_03_24,1.000
hCoV_19USAUT_000132020_EPI_ISL_417962_2020_03_24,1.000
hCoV_19USAUT_000142020_EPI_ISL_417964_2020_03_24,1.000
hCoV_19USAUT_000152020_EPI_ISL_417965_2020_03_24,1.000
hCoV_19USAUT_000162020_EPI_ISL_417966_2020_03_24,1.000
hCoV_19USAUT_000172020_EPI_ISL_417968_2020_03_24,1.000
hCoV_19USAUT_000202020_EPI_ISL_417028_2020_03_20,1.000
hCoV_19USAWA11_UW72020_EPI_ISL_413562_2020_03_02,1.000
hCoV_19USAWA12020_EPI_ISL_404895_2020_01_19,1.000
hCoV_19USAWA12_UW82020_EPI_ISL_413563_2020_03_03,1.000
hCoV_19USAWA18_UW142020_EPI_ISL_413653_2020_03_05,1.000
hCoV_19USAWA1_A122020_EPI_ISL_407214_2020_01_25,1.000
hCoV_19USAWA22020_EPI_ISL_412970_2020_02_24,1.000
hCoV_19USAWA3_UW12020_EPI_ISL_413025_2020_02_27,1.000
hCoV_19USAWA4_UW22020_EPI_ISL_413455_2020_02_28,1.000
hCoV_19USAWA6_UW32020_EPI_ISL_413457_2020_02_29,1.000
hCoV_19USAWA7_UW42020_EPI_ISL_413458_2020_03_01,1.000
hCoV_19USAWA9_UW62020_EPI_ISL_413487_2020_03_01,1.000
hCoV_19USAWA_NH42020_EPI_ISL_418773_2020_03_13,1.000
hCoV_19USAWA_NH52020_EPI_ISL_418774_2020_03_13,1.000
hCoV_19USAWA_NH72020_EPI_ISL_418776_2020_03_13,1.000
hCoV_19USAWA_S1002020_EPI_ISL_417153_2020_02_29,1.000
hCoV_19USAWA_S102020_EPI_ISL_416465_2020_02_29,1.000
hCoV_19USAWA_S1032020_EPI_ISL_417156_2020_02_28,1.000
hCoV_19USAWA_S1042020_EPI_ISL_417157_2020_03_05,1.000
hCoV_19USAWA_S1052020_EPI_ISL_417158_2020_02_28,1.000
hCoV_19USAWA_S1082020_EPI_ISL_417161_2020_02_29,1.000
hCoV_19USAWA_S1102020_EPI_ISL_417163_2020_03_05,1.000
hCoV_19USAWA_S112020_EPI_ISL_416466_2020_03_03,1.000
hCoV_19USAWA_S1122020_EPI_ISL_417165_2020_03_08,1.000
hCoV_19USAWA_S1132020_EPI_ISL_417166_2020_02_29,1.000
hCoV_19USAWA_S1142020_EPI_ISL_417167_2020_03_05,1.000
hCoV_19USAWA_S1162020_EPI_ISL_417169_2020_03_02,1.000
hCoV_19USAWA_S1172020_EPI_ISL_417170_2020_03_02,1.000
hCoV_19USAWA_S1192020_EPI_ISL_417172_2020_02_29,1.000
hCoV_19USAWA_S1222020_EPI_ISL_417175_2020_03_02,1.000
hCoV_19USAWA_S132020_EPI_ISL_417066_2020_03_03,1.000
hCoV_19USAWA_S262020_EPI_ISL_417079_2020_03_02,1.000
hCoV_19USAWA_S292020_EPI_ISL_417082_2020_03_02,1.000
hCoV_19USAWA_S332020_EPI_ISL_417086_2020_03_01,1.000
hCoV_19USAWA_S342020_EPI_ISL_417087_2020_03_02,1.000
hCoV_19USAWA_S352020_EPI_ISL_417088_2020_03_02,1.000
hCoV_19USAWA_S402020_EPI_ISL_417093_2020_02_28,1.000
hCoV_19USAWA_S422020_EPI_ISL_417095_2020_02_28,1.000
hCoV_19USAWA_S432020_EPI_ISL_417096_2020_02_27,1.000
hCoV_19USAWA_S452020_EPI_ISL_417098_2020_02_29,1.000
hCoV_19USAWA_S472020_EPI_ISL_417100_2020_02_29,1.000
hCoV_19USAWA_S482020_EPI_ISL_417101_2020_02_29,1.000
hCoV_19USAWA_S492020_EPI_ISL_417102_2020_03_04,1.000
hCoV_19USAWA_S502020_EPI_ISL_417103_2020_03_05,1.000
hCoV_19USAWA_S512020_EPI_ISL_417104_2020_03_03,1.000
hCoV_19USAWA_S522020_EPI_ISL_417105_2020_03_03,1.000
hCoV_19USAWA_S542020_EPI_ISL_417107_2020_03_05,1.000
hCoV_19USAWA_S552020_EPI_ISL_417108_2020_02_29,1.000
hCoV_19USAWA_S562020_EPI_ISL_417109_2020_03_05,1.000
hCoV_19USAWA_S572020_EPI_ISL_417110_2020_03_03,1.000
hCoV_19USAWA_S612020_EPI_ISL_417114_2020_03_05,1.000
hCoV_19USAWA_S622020_EPI_ISL_417115_2020_03_03,1.000
hCoV_19USAWA_S632020_EPI_ISL_417116_2020_03_04,1.000
hCoV_19USAWA_S642020_EPI_ISL_417117_2020_03_03,1.000
hCoV_19USAWA_S652020_EPI_ISL_417118_2020_03_03,1.000
hCoV_19USAWA_S672020_EPI_ISL_417120_2020_03_04,1.000
hCoV_19USAWA_S682020_EPI_ISL_417121_2020_03_04,1.000
hCoV_19USAWA_S702020_EPI_ISL_417123_2020_03_05,1.000
hCoV_19USAWA_S712020_EPI_ISL_417124_2020_03_05,1.000
hCoV_19USAWA_S72020_EPI_ISL_416462_2020_02_24,1.000
hCoV_19USAWA_S722020_EPI_ISL_417125_2020_03_06,1.000
hCoV_19USAWA_S732020_EPI_ISL_417126_2020_03_05,1.000
hCoV_19USAWA_S762020_EPI_ISL_417129_2020_03_05,1.000
hCoV_19USAWA_S772020_EPI_ISL_417130_2020_03_05,1.000
hCoV_19USAWA_S782020_EPI_ISL_417131_2020_03_05,1.000
hCoV_19USAWA_S802020_EPI_ISL_417133_2020_03_05,1.000
hCoV_19USAWA_S812020_EPI_ISL_417134_2020_02_26,1.000
hCoV_19USAWA_S822020_EPI_ISL_417135_2020_02_22,1.000
hCoV_19USAWA_S832020_EPI_ISL_417136_2020_03_05,1.000
hCoV_19USAWA_S872020_EPI_ISL_417140_2020_03_01,1.000
hCoV_19USAWA_S882020_EPI_ISL_417141_2020_03_01,1.000
hCoV_19USAWA_S912020_EPI_ISL_417144_2020_03_02,1.000
hCoV_19USAWA_S942020_EPI_ISL_417147_2020_02_28,1.000
hCoV_19USAWA_S952020_EPI_ISL_417148_2020_02_28,1.000
hCoV_19USAWA_S962020_EPI_ISL_417149_2020_02_28,1.000
hCoV_19USAWA_S972020_EPI_ISL_417150_2020_02_28,1.000
hCoV_19USAWA_S982020_EPI_ISL_417151_2020_02_29,1.000
hCoV_19USAWA_UW1002020_EPI_ISL_416638_2020_03_12,1.000
hCoV_19USAWA_UW1012020_EPI_ISL_416639_2020_03_10,1.000
hCoV_19USAWA_UW1032020_EPI_ISL_416641_2020_03_11,1.000
hCoV_19USAWA_UW1052020_EPI_ISL_416643_2020_03_11,1.000
hCoV_19USAWA_UW1062020_EPI_ISL_416644_2020_03_11,1.000
hCoV_19USAWA_UW1082020_EPI_ISL_416646_2020_03_11,1.000
hCoV_19USAWA_UW1112020_EPI_ISL_416649_2020_03_11,1.000
hCoV_19USAWA_UW1122020_EPI_ISL_416650_2020_03_10,1.000
hCoV_19USAWA_UW1132020_EPI_ISL_416651_2020_03_11,1.000
hCoV_19USAWA_UW1142020_EPI_ISL_416652_2020_03_11,1.000
hCoV_19USAWA_UW1162020_EPI_ISL_416654_2020_03_11,1.000
hCoV_19USAWA_UW1182020_EPI_ISL_416656_2020_03_11,1.000
hCoV_19USAWA_UW1192020_EPI_ISL_416657_2020_03_11,1.000
hCoV_19USAWA_UW1212020_EPI_ISL_416659_2020_03_11,1.000
hCoV_19USAWA_UW1242020_EPI_ISL_416662_2020_03_12,1.000
hCoV_19USAWA_UW1252020_EPI_ISL_416663_2020_03_12,1.000
hCoV_19USAWA_UW1262020_EPI_ISL_416664_2020_03_12,1.000
hCoV_19USAWA_UW1272020_EPI_ISL_416665_2020_03_12,1.000
hCoV_19USAWA_UW1282020_EPI_ISL_416666_2020_03_12,1.000
hCoV_19USAWA_UW1292020_EPI_ISL_416667_2020_03_12,1.000
hCoV_19USAWA_UW1302020_EPI_ISL_416668_2020_03_11,1.000
hCoV_19USAWA_UW1312020_EPI_ISL_416669_2020_03_11,1.000
hCoV_19USAWA_UW1392020_EPI_ISL_416677_2020_03_12,1.000
hCoV_19USAWA_UW1412020_EPI_ISL_416679_2020_03_11,1.000
hCoV_19USAWA_UW1422020_EPI_ISL_416680_2020_03_11,1.000
hCoV_19USAWA_UW1442020_EPI_ISL_416682_2020_03_09,1.000
hCoV_19USAWA_UW1452020_EPI_ISL_416683_2020_03_15,1.000
hCoV_19USAWA_UW1472020_EPI_ISL_416685_2020_03_15,1.000
hCoV_19USAWA_UW1482020_EPI_ISL_416686_2020_03_14,1.000
hCoV_19USAWA_UW1492020_EPI_ISL_416687_2020_03_14,1.000
hCoV_19USAWA_UW1502020_EPI_ISL_416688_2020_03_14,1.000
hCoV_19USAWA_UW1512020_EPI_ISL_416689_2020_03_14,1.000
hCoV_19USAWA_UW152020_EPI_ISL_414363_2020_03_04,1.000
hCoV_19USAWA_UW1522020_EPI_ISL_416690_2020_03_13,1.000
hCoV_19USAWA_UW1562020_EPI_ISL_416694_2020_03_13,1.000
hCoV_19USAWA_UW1582020_EPI_ISL_416696_2020_03_13,1.000
hCoV_19USAWA_UW162020_EPI_ISL_414364_2020_03_05,1.000
hCoV_19USAWA_UW1622020_EPI_ISL_416700_2020_03_13,1.000
hCoV_19USAWA_UW1632020_EPI_ISL_416701_2020_03_13,1.000
hCoV_19USAWA_UW1642020_EPI_ISL_416702_2020_03_13,1.000
hCoV_19USAWA_UW1652020_EPI_ISL_416703_2020_03_13,1.000
hCoV_19USAWA_UW1682020_EPI_ISL_416706_2020_03_13,1.000
hCoV_19USAWA_UW172020_EPI_ISL_414365_2020_03_06,1.000
hCoV_19USAWA_UW1722020_EPI_ISL_416710_2020_03_13,1.000
hCoV_19USAWA_UW1732020_EPI_ISL_416711_2020_03_15,1.000
hCoV_19USAWA_UW1742020_EPI_ISL_416712_2020_03_14,1.000
hCoV_19USAWA_UW1752020_EPI_ISL_416713_2020_03_15,1.000
hCoV_19USAWA_UW1762020_EPI_ISL_416714_2020_03_14,1.000
hCoV_19USAWA_UW1772020_EPI_ISL_416715_2020_03_15,1.000
hCoV_19USAWA_UW1792020_EPI_ISL_416717_2020_03_15,1.000
hCoV_19USAWA_UW1802020_EPI_ISL_416718_2020_03_14,1.000
hCoV_19USAWA_UW182020_EPI_ISL_414366_2020_03_05,1.000
hCoV_19USAWA_UW1822020_EPI_ISL_416720_2020_03_13,1.000
hCoV_19USAWA_UW1832020_EPI_ISL_416721_2020_03_13,1.000
hCoV_19USAWA_UW1842020_EPI_ISL_416722_2020_03_12,1.000
hCoV_19USAWA_UW1852020_EPI_ISL_416723_2020_03_14,1.000
hCoV_19USAWA_UW1882020_EPI_ISL_416726_2020_03_13,1.000
hCoV_19USAWA_UW1892020_EPI_ISL_416727_2020_03_13,1.000
hCoV_19USAWA_UW1902020_EPI_ISL_416728_2020_03_13,1.000
hCoV_19USAWA_UW192020_EPI_ISL_414367_2020_03_05,1.000
hCoV_19USAWA_UW1952020_EPI_ISL_417344_2020_03_13,1.000
hCoV_19USAWA_UW1972020_EPI_ISL_417346_2020_03_12,1.000
hCoV_19USAWA_UW1982020_EPI_ISL_417347_2020_03_12,1.000
hCoV_19USAWA_UW2002020_EPI_ISL_417349_2020_03_12,1.000
hCoV_19USAWA_UW2012020_EPI_ISL_417350_2020_03_12,1.000
hCoV_19USAWA_UW202020_EPI_ISL_414368_2020_03_05,1.000
hCoV_19USAWA_UW2022020_EPI_ISL_417351_2020_03_12,1.000
hCoV_19USAWA_UW2052020_EPI_ISL_417354_2020_03_13,1.000
hCoV_19USAWA_UW2072020_EPI_ISL_417356_2020_03_13,1.000
hCoV_19USAWA_UW2092020_EPI_ISL_417358_2020_03_13,1.000
hCoV_19USAWA_UW2112020_EPI_ISL_417360_2020_03_14,1.000
hCoV_19USAWA_UW212020_EPI_ISL_414369_2020_03_05,1.000
hCoV_19USAWA_UW2122020_EPI_ISL_417361_2020_03_14,1.000
hCoV_19USAWA_UW2142020_EPI_ISL_417363_2020_03_14,1.000
hCoV_19USAWA_UW2152020_EPI_ISL_417364_2020_03_12,1.000
hCoV_19USAWA_UW2162020_EPI_ISL_417365_2020_03_14,1.000
hCoV_19USAWA_UW2172020_EPI_ISL_417366_2020_03_14,1.000
hCoV_19USAWA_UW2182020_EPI_ISL_417367_2020_03_13,1.000
hCoV_19USAWA_UW2192020_EPI_ISL_417368_2020_03_13,1.000
hCoV_19USAWA_UW2202020_EPI_ISL_417369_2020_03_14,1.000
hCoV_19USAWA_UW2212020_EPI_ISL_417370_2020_03_14,1.000
hCoV_19USAWA_UW222020_EPI_ISL_414591_2020_03_06,1.000
hCoV_19USAWA_UW2222020_EPI_ISL_417371_2020_03_13,1.000
hCoV_19USAWA_UW2282020_EPI_ISL_417377_2020_03_15,1.000
hCoV_19USAWA_UW2292020_EPI_ISL_417378_2020_03_14,1.000
hCoV_19USAWA_UW232020_EPI_ISL_414592_2020_03_06,1.000
hCoV_19USAWA_UW2322020_EPI_ISL_417381_2020_03_14,1.000
hCoV_19USAWA_UW2342020_EPI_ISL_417448_2020_03_14,1.000
hCoV_19USAWA_UW2352020_EPI_ISL_417449_2020_03_14,1.000
hCoV_19USAWA_UW2362020_EPI_ISL_417450_2020_03_14,1.000
hCoV_19USAWA_UW2392020_EPI_ISL_417453_2020_03_14,1.000
hCoV_19USAWA_UW242020_EPI_ISL_414593_2020_03_05,1.000
hCoV_19USAWA_UW2422020_EPI_ISL_417456_2020_03_14,1.000
hCoV_19USAWA_UW2452020_EPI_ISL_418030_2020_03_16,1.000
hCoV_19USAWA_UW2492020_EPI_ISL_418034_2020_03_16,1.000
hCoV_19USAWA_UW2532020_EPI_ISL_418038_2020_03_15,1.000
hCoV_19USAWA_UW2552020_EPI_ISL_418040_2020_03_16,1.000
hCoV_19USAWA_UW2602020_EPI_ISL_418045_2020_03_14,1.000
hCoV_19USAWA_UW262020_EPI_ISL_414595_2020_03_05,1.000
hCoV_19USAWA_UW2622020_EPI_ISL_418047_2020_03_16,1.000
hCoV_19USAWA_UW2652020_EPI_ISL_418050_2020_03_16,1.000
hCoV_19USAWA_UW272020_EPI_ISL_414596_2020_03_04,1.000
hCoV_19USAWA_UW2742020_EPI_ISL_418059_2020_03_13,1.000
hCoV_19USAWA_UW2752020_EPI_ISL_418060_2020_03_14,1.000
hCoV_19USAWA_UW2762020_EPI_ISL_418061_2020_03_13,1.000
hCoV_19USAWA_UW2772020_EPI_ISL_418062_2020_03_14,1.000
hCoV_19USAWA_UW2792020_EPI_ISL_418064_2020_03_15,1.000
hCoV_19USAWA_UW2812020_EPI_ISL_418066_2020_03_14,1.000
hCoV_19USAWA_UW282020_EPI_ISL_414597_2020_03_04,1.000
hCoV_19USAWA_UW2842020_EPI_ISL_418069_2020_03_14,1.000
hCoV_19USAWA_UW2852020_EPI_ISL_418070_2020_03_14,1.000
hCoV_19USAWA_UW2902020_EPI_ISL_418075_2020_03_15,1.000
hCoV_19USAWA_UW2932020_EPI_ISL_418078_2020_03_15,1.000
hCoV_19USAWA_UW2952020_EPI_ISL_418080_2020_03_15,1.000
hCoV_19USAWA_UW2972020_EPI_ISL_418082_2020_03_15,1.000
hCoV_19USAWA_UW302020_EPI_ISL_414617_2020_03_08,1.000
hCoV_19USAWA_UW322020_EPI_ISL_414619_2020_03_07,1.000
hCoV_19USAWA_UW332020_EPI_ISL_414620_2020_03_08,1.000
hCoV_19USAWA_UW342020_EPI_ISL_414621_2020_03_08,1.000
hCoV_19USAWA_UW352020_EPI_ISL_414622_2020_03_08,1.000
hCoV_19USAWA_UW362020_EPI_ISL_416453_2020_03_07,1.000
hCoV_19USAWA_UW372020_EPI_ISL_416454_2020_03_06,1.000
hCoV_19USAWA_UW382020_EPI_ISL_416455_2020_03_07,1.000
hCoV_19USAWA_UW392020_EPI_ISL_416456_2020_03_06,1.000
hCoV_19USAWA_UW412020_EPI_ISL_415606_2020_03_08,1.000
hCoV_19USAWA_UW422020_EPI_ISL_415607_2020_03_09,1.000
hCoV_19USAWA_UW432020_EPI_ISL_415608_2020_03_08,1.000
hCoV_19USAWA_UW442020_EPI_ISL_415609_2020_03_08,1.000
hCoV_19USAWA_UW452020_EPI_ISL_415610_2020_03_08,1.000
hCoV_19USAWA_UW462020_EPI_ISL_415611_2020_03_09,1.000
hCoV_19USAWA_UW472020_EPI_ISL_415612_2020_03_09,1.000
hCoV_19USAWA_UW482020_EPI_ISL_415613_2020_03_09,1.000
hCoV_19USAWA_UW492020_EPI_ISL_415614_2020_03_09,1.000
hCoV_19USAWA_UW502020_EPI_ISL_415615_2020_03_08,1.000
hCoV_19USAWA_UW512020_EPI_ISL_415616_2020_03_08,1.000
hCoV_19USAWA_UW522020_EPI_ISL_415617_2020_03_09,1.000
hCoV_19USAWA_UW542020_EPI_ISL_415619_2020_03_09,1.000
hCoV_19USAWA_UW552020_EPI_ISL_415620_2020_03_09,1.000
hCoV_19USAWA_UW562020_EPI_ISL_415621_2020_03_09,1.000
